ISZ|SIANo|SUNo|SumOfNoPiece|Func
Karkotis|TS04|SU2005|2.00|CW
Karkotis|TS04|SU2005|3.00|HU
Karkotis|TS04|SU2005|12.00|LU
Karkotis|TS04|SU2005|4.00|TW
Karkotis|TS06|SU2006|5.00|HU
Karkotis|TS06|SU2006|4.00|LU
Karkotis|TS06|SU2006|1.00|TW
Karkotis|TS04|SU2007|7.00|Ar
Karkotis|TS04|SU2007|3.00|CW
Karkotis|TS04|SU2007|23.00|HU
Karkotis|TS04|SU2007|43.00|LU
Karkotis|TS04|SU2007|6.00|TW
Karkotis|TS04|SU2007|2.00|U
Karkotis|TS04|SU2008|6.00|Ar
Karkotis|TS04|SU2008|3.00|CW
Karkotis|TS04|SU2008|28.00|HU
Karkotis|TS04|SU2008|41.00|LU
Karkotis|TS04|SU2008|27.00|TW
Karkotis|TS04|SU2008|13.00|U
Karkotis|TS04|SU2009|4.00|Ar
Karkotis|TS04|SU2009|25.00|CW
Karkotis|TS04|SU2009|25.00|HU
Karkotis|TS04|SU2009|51.00|LU
Karkotis|TS04|SU2009|19.00|TW
Karkotis|TS04|SU2009|1.00|U
Karkotis|TS04|SU2010|5.00|Ar
Karkotis|TS04|SU2010|12.00|CW
Karkotis|TS04|SU2010|18.00|HU
Karkotis|TS04|SU2010|47.00|LU
Karkotis|TS04|SU2010|24.00|TW
Karkotis|TS04|SU2010|16.00|U
Karkotis|TS04|SU2011|5.00|Ar
Karkotis|TS04|SU2011|12.00|CW
Karkotis|TS04|SU2011|15.00|HU
Karkotis|TS04|SU2011|40.00|LU
Karkotis|TS04|SU2011|11.00|TW
Karkotis|TS04|SU2011|5.00|U
Karkotis|TS06|SU2012|6.00|HU
Karkotis|TS06|SU2012|4.00|LU
Karkotis|TS06|SU2012|3.00|TW
Karkotis|TS04|SU2013|2.00|Ar
Karkotis|TS04|SU2013|6.00|CW
Karkotis|TS04|SU2013|26.00|HU
Karkotis|TS04|SU2013|31.00|LU
Karkotis|TS04|SU2013|16.00|TW
Karkotis|TS04|SU2014|1.00|Ar
Karkotis|TS04|SU2014|3.00|CW
Karkotis|TS04|SU2014|19.00|HU
Karkotis|TS04|SU2014|31.00|LU
Karkotis|TS04|SU2014|1.00|Tr
Karkotis|TS04|SU2014|11.00|TW
Karkotis|TS04|SU2014|2.00|U
Karkotis|TS04|SU2015|4.00|Ar
Karkotis|TS04|SU2015|6.00|CW
Karkotis|TS04|SU2015|20.00|HU
Karkotis|TS04|SU2015|19.00|LU
Karkotis|TS04|SU2015|8.00|TW
Karkotis|TS04|SU2016|2.00|Ar
Karkotis|TS04|SU2016|15.00|CW
Karkotis|TS04|SU2016|34.00|HU
Karkotis|TS04|SU2016|65.00|LU
Karkotis|TS04|SU2016|53.00|TW
Karkotis|TS04|SU2016|3.00|U
Karkotis|TS04|SU2017|3.00|Ar
Karkotis|TS04|SU2017|3.00|CW
Karkotis|TS04|SU2017|14.00|HU
Karkotis|TS04|SU2017|43.00|LU
Karkotis|TS04|SU2017|1.00|Tr
Karkotis|TS04|SU2017|33.00|TW
Karkotis|TS04|SU2017|1.00|U
Karkotis|TS04|SU2018|3.00|Ar
Karkotis|TS04|SU2018|7.00|CW
Karkotis|TS04|SU2018|20.00|HU
Karkotis|TS04|SU2018|48.00|LU
Karkotis|TS04|SU2018|16.00|TW
Karkotis|TS04|SU2019|3.00|Ar
Karkotis|TS04|SU2019|5.00|CW
Karkotis|TS04|SU2019|21.00|HU
Karkotis|TS04|SU2019|31.00|LU
Karkotis|TS04|SU2019|9.00|TW
Karkotis|TS04|SU2019|3.00|U
Karkotis|TS04|SU2020|3.00|Ar
Karkotis|TS04|SU2020|5.00|CW
Karkotis|TS04|SU2020|18.00|HU
Karkotis|TS04|SU2020|45.00|LU
Karkotis|TS04|SU2020|18.00|TW
Karkotis|TS04|SU2020|6.00|U
Karkotis|TS04|SU2021|2.00|Ar
Karkotis|TS04|SU2021|9.00|CW
Karkotis|TS04|SU2021|10.00|HU
Karkotis|TS04|SU2021|1.00|La
Karkotis|TS04|SU2021|30.00|LU
Karkotis|TS04|SU2021|7.00|TW
Karkotis|TS04|SU2021|1.00|U
Karkotis|TS04|SU2022|1.00|Ar
Karkotis|TS04|SU2022|11.00|CW
Karkotis|TS04|SU2022|12.00|HU
Karkotis|TS04|SU2022|36.00|LU
Karkotis|TS04|SU2022|13.00|TW
Karkotis|TS04|SU2022|7.00|U
Karkotis||SU2023|1.00|Ar
Karkotis||SU2023|2.00|HU
Karkotis||SU2023|2.00|LU
Karkotis|TS07|SU2024|2.00|Ar
Karkotis|TS07|SU2024|4.00|CW
Karkotis|TS07|SU2024|8.00|HU
Karkotis|TS07|SU2024|12.00|LU
Karkotis|TS07|SU2024|2.00|Tr
Karkotis|TS07|SU2024|3.00|TW
Karkotis|TS07|SU2024|1.00|U
Karkotis||SU2025|3.00|CW
Karkotis||SU2025|20.00|HU
Karkotis||SU2025|12.00|LU
Karkotis||SU2025|2.00|TW
Karkotis|TS04|SU2026|6.00|HU
Karkotis|TS04|SU2026|2.00|LU
Karkotis|TS04|SU2026|2.00|TW
Karkotis|TS04|SU2026|1.00|U
Karkotis||SU2027|1.00|Ar
Karkotis||SU2027|2.00|CW
Karkotis||SU2027|13.00|HU
Karkotis||SU2027|12.00|LU
Karkotis||SU2027|7.00|TW
Karkotis||SU2028|3.00|Ar
Karkotis||SU2028|1.00|CW
Karkotis||SU2028|17.00|HU
Karkotis||SU2028|2.00|LU
Karkotis||SU2028|1.00|Tr
Karkotis||SU2028|4.00|TW
Karkotis||SU2029|3.00|CW
Karkotis||SU2029|22.00|HU
Karkotis||SU2029|8.00|LU
Karkotis||SU2029|4.00|TW
Karkotis||SU2030|3.00|Ar
Karkotis||SU2030|12.00|HU
Karkotis||SU2030|9.00|LU
Karkotis||SU2030|6.00|TW
Karkotis||SU2030|1.00|U
Karkotis||SU2031|1.00|Ar
Karkotis||SU2031|17.00|HU
Karkotis||SU2031|8.00|LU
Karkotis||SU2032|3.00|Ar
Karkotis||SU2032|2.00|HU
Karkotis||SU2032|1.00|LU
Karkotis||SU2032|1.00|TW
Karkotis||SU2033|5.00|Ar
Karkotis||SU2033|1.00|CW
Karkotis||SU2033|11.00|HU
Karkotis||SU2033|11.00|LU
Karkotis||SU2033|7.00|TW
Karkotis||SU2034|1.00|CW
Karkotis||SU2034|29.00|HU
Karkotis||SU2034|22.00|LU
Karkotis||SU2034|12.00|TW
Karkotis||SU2034|1.00|Un
Karkotis||SU2035|1.00|Ar
Karkotis||SU2035|2.00|HU
Karkotis||SU2035|4.00|LU
Karkotis||SU2036|2.00|HU
Karkotis||SU2036|4.00|LU
Karkotis||SU2036|2.00|U
Karkotis||SU2037|1.00|CW
Karkotis||SU2037|9.00|HU
Karkotis||SU2037|13.00|LU
Karkotis||SU2037|1.00|TW
Karkotis||SU2038|1.00|LU
Karkotis||SU2041|1.00|CW
Karkotis||SU2041|1.00|HU
Karkotis||SU2041|3.00|LU
Karkotis||SU2041|2.00|TW
Karkotis||SU2042|1.00|CW
Karkotis||SU2042|5.00|HU
Karkotis||SU2042|12.00|LU
Karkotis||SU2042|1.00|Tr
Karkotis||SU2042|6.00|TW
Karkotis||SU2045|1.00|LU
Karkotis||SU2046|1.00|Ar
Karkotis||SU2046|3.00|CW
Karkotis||SU2046|2.00|LU
Karkotis||SU2046|1.00|TW
Karkotis||SU2047|1.00|Ar
Karkotis||SU2047|2.00|HU
Karkotis||SU2047|2.00|LU
Karkotis||SU2048|2.00|CW
Karkotis||SU2048|2.00|LU
Karkotis||SU2049|1.00|Ar
Karkotis||SU2049|2.00|HU
Karkotis||SU2049|2.00|LU
Karkotis||SU2050|3.00|Ar
Karkotis||SU2050|6.00|CW
Karkotis||SU2050|8.00|HU
Karkotis||SU2050|23.00|LU
Karkotis||SU2050|2.00|TW
Karkotis||SU2051|2.00|Ar
Karkotis||SU2051|9.00|CW
Karkotis||SU2051|24.00|HU
Karkotis||SU2051|20.00|LU
Karkotis||SU2051|4.00|TW
Karkotis||SU2052|2.00|Ar
Karkotis||SU2052|11.00|HU
Karkotis||SU2052|11.00|LU
Karkotis||SU2052|2.00|TW
Karkotis||SU2052|1.00|U
Karkotis||SU2053|2.00|CW
Karkotis||SU2053|10.00|HU
Karkotis||SU2053|8.00|LU
Karkotis||SU2053|3.00|TW
Karkotis||SU2054|2.00|Ar
Karkotis||SU2054|4.00|CW
Karkotis||SU2054|20.00|HU
Karkotis||SU2054|12.00|LU
Karkotis||SU2054|2.00|TW
Karkotis||SU2054|1.00|U
Karkotis||SU2055|2.00|Ar
Karkotis||SU2055|1.00|CW
Karkotis||SU2055|26.00|HU
Karkotis||SU2055|11.00|LU
Karkotis||SU2055|2.00|TW
Karkotis||SU2055|1.00|U
Karkotis||SU2056|6.00|Ar
Karkotis||SU2056|7.00|CW
Karkotis||SU2056|15.00|HU
Karkotis||SU2056|17.00|LU
Karkotis||SU2056|15.00|TW
Karkotis||SU2056|4.00|U
Karkotis||SU2057|1.00|CW
Karkotis||SU2057|13.00|HU
Karkotis||SU2057|18.00|LU
Karkotis||SU2057|3.00|TW
Karkotis||SU2058|1.00|Ar
Karkotis||SU2058|1.00|CW
Karkotis||SU2058|13.00|HU
Karkotis||SU2058|13.00|LU
Karkotis||SU2058|2.00|Tr
Karkotis||SU2058|10.00|TW
Karkotis||SU2058|1.00|U
Karkotis||SU2059|1.00|Ar
Karkotis||SU2059|2.00|U
Karkotis||SU2060|7.00|HU
Karkotis||SU2060|3.00|LU
Karkotis||SU2060|1.00|TW
Karkotis||SU2061|1.00|Ar
Karkotis||SU2061|13.00|HU
Karkotis||SU2061|13.00|LU
Karkotis||SU2061|9.00|TW
Karkotis||SU2062|1.00|Ar
Karkotis||SU2062|2.00|HU
Karkotis||SU2062|3.00|TW
Karkotis||SU2062|1.00|U
Karkotis||SU2063|1.00|CW
Karkotis||SU2063|8.00|HU
Karkotis||SU2063|6.00|LU
Karkotis||SU2063|4.00|TW
Karkotis||SU2063|2.00|U
Karkotis||SU2064|5.00|Ar
Karkotis||SU2064|3.00|CW
Karkotis||SU2064|11.00|HU
Karkotis||SU2064|19.00|LU
Karkotis||SU2064|14.00|TW
Karkotis||SU2064|2.00|U
Karkotis||SU2064|1.00|Un
Karkotis||SU2065|3.00|Ar
Karkotis||SU2065|13.00|HU
Karkotis||SU2065|18.00|LU
Karkotis||SU2065|6.00|TW
Karkotis||SU2065|3.00|U
Karkotis||SU2066|2.00|Ar
Karkotis||SU2066|4.00|CW
Karkotis||SU2066|9.00|HU
Karkotis||SU2066|4.00|LU
Karkotis||SU2066|2.00|TW
Karkotis||SU2067|1.00|Ar
Karkotis||SU2067|2.00|CW
Karkotis||SU2067|12.00|HU
Karkotis||SU2067|6.00|LU
Karkotis||SU2067|2.00|TW
Karkotis||SU2068|1.00|Ar
Karkotis||SU2068|1.00|CW
Karkotis||SU2068|15.00|HU
Karkotis||SU2068|5.00|LU
Karkotis||SU2068|2.00|Tr
Karkotis||SU2068|1.00|TW
Karkotis||SU2069|5.00|Ar
Karkotis||SU2069|6.00|CW
Karkotis||SU2069|15.00|HU
Karkotis||SU2069|21.00|LU
Karkotis||SU2069|1.00|Tr
Karkotis||SU2069|2.00|TW
Karkotis||SU2070|5.00|Ar
Karkotis||SU2070|10.00|CW
Karkotis||SU2070|23.00|HU
Karkotis||SU2070|24.00|LU
Karkotis||SU2070|1.00|Tr
Karkotis||SU2070|2.00|TW
Karkotis||SU2071|3.00|Ar
Karkotis||SU2071|3.00|CW
Karkotis||SU2071|9.00|HU
Karkotis||SU2071|11.00|LU
Karkotis||SU2071|13.00|TW
Karkotis||SU2072|1.00|Ar
Karkotis||SU2072|1.00|CW
Karkotis||SU2072|7.00|HU
Karkotis||SU2072|7.00|LU
Karkotis||SU2073|1.00|HU
Karkotis||SU2073|1.00|LU
Karkotis||SU2073|1.00|Tr
Karkotis||SU2074|1.00|Ar
Karkotis||SU2074|1.00|LU
Karkotis||SU2074|1.00|TW
Karkotis||SU2075|1.00|Ar
Karkotis||SU2075|2.00|HU
Karkotis||SU2075|3.00|LU
Karkotis||SU2076|2.00|Ar
Karkotis||SU2076|1.00|CW
Karkotis||SU2076|3.00|HU
Karkotis||SU2076|2.00|LU
Karkotis|TS06|SU2078|6.00|Ar
Karkotis|TS06|SU2078|1.00|CW
Karkotis|TS06|SU2078|11.00|HU
Karkotis|TS06|SU2078|8.00|LU
Karkotis|TS06|SU2078|1.00|TW
Karkotis|TS06|SU2079|5.00|Ar
Karkotis|TS06|SU2079|8.00|HU
Karkotis|TS06|SU2079|6.00|LU
Karkotis|TS06|SU2079|1.00|Tr
Karkotis|TS06|SU2079|4.00|TW
Karkotis|TS06|SU2079|1.00|U
Karkotis|TS06|SU2080|1.00|Ar
Karkotis|TS06|SU2080|8.00|HU
Karkotis|TS06|SU2080|5.00|LU
Karkotis|TS06|SU2081|3.00|Ar
Karkotis|TS06|SU2081|1.00|CW
Karkotis|TS06|SU2081|7.00|HU
Karkotis|TS06|SU2081|7.00|LU
Karkotis|TS06|SU2081|1.00|TW
Karkotis|TS06|SU2081|1.00|U
Karkotis|TS06|SU2082|1.00|Ar
Karkotis|TS06|SU2082|3.00|LU
Karkotis|TS06|SU2082|1.00|TW
Karkotis|TS06|SU2083|13.00|HU
Karkotis|TS06|SU2083|3.00|LU
Karkotis|TS06|SU2083|6.00|TW
Karkotis|TS06|SU2084|7.00|HU
Karkotis|TS06|SU2084|11.00|LU
Karkotis|TS06|SU2085|1.00|Ar
Karkotis|TS06|SU2085|24.00|HU
Karkotis|TS06|SU2085|20.00|LU
Karkotis|TS06|SU2085|7.00|TW
Atsas||SU2087|1.00|HU
Atsas||SU2090|2.00|LU
Atsas||SU2091|1.00|HU
Atsas||SU2095|1.00|TW
Atsas||SU2096|2.00|LU
Karkotis|TS06|SU2104|19.00|HU
Karkotis|TS06|SU2104|11.00|LU
Karkotis|TS06|SU2104|9.00|TW
Atsas||SU2107|1.00|Ar
Atsas||SU2108|2.00|LU
Atsas||SU2111|1.00|HU
Atsas||SU2112|1.00|Ar
Atsas||SU2112|1.00|CW
Atsas||SU2113|3.00|HU
Atsas||SU2113|16.00|LU
Atsas||SU2113|2.00|Tr
Atsas||SU2113|2.00|TW
Atsas||SU2114|1.00|CW
Atsas||SU2114|1.00|LU
Atsas||SU2115|1.00|La
Atsas||SU2115|5.00|LU
Atsas||SU2115|1.00|Tr
Atsas||SU2115|1.00|TW
Atsas||SU2116|2.00|LU
Atsas||SU2121|1.00|LU
Karkotis|TS15|SU2124|7.00|Ar
Karkotis|TS15|SU2124|3.00|CW
Karkotis|TS15|SU2124|20.00|HU
Karkotis|TS15|SU2124|3.00|LU
Karkotis|TS15|SU2124|1.00|TW
Karkotis|TS15|SU2125|2.00|Ar
Karkotis|TS15|SU2125|11.00|HU
Karkotis|TS15|SU2125|10.00|LU
Karkotis|TS15|SU2125|1.00|TW
Karkotis|TS15|SU2126|3.00|Ar
Karkotis|TS15|SU2126|1.00|CW
Karkotis|TS15|SU2126|4.00|HU
Karkotis|TS15|SU2126|1.00|LU
Karkotis|TS15|SU2127|1.00|Ar
Karkotis|TS15|SU2127|4.00|HU
Karkotis|TS15|SU2127|4.00|LU
Karkotis|TS15|SU2128|18.00|Ar
Karkotis|TS15|SU2128|4.00|CW
Karkotis|TS15|SU2128|19.00|HU
Karkotis|TS15|SU2128|18.00|LU
Karkotis|TS15|SU2128|1.00|Tr
Karkotis|TS15|SU2128|7.00|TW
Karkotis|TS15|SU2128|17.00|U
Karkotis|TS15|SU2128|1.00|Un
Karkotis|TS15|SU2129|7.00|Ar
Karkotis|TS15|SU2129|2.00|CW
Karkotis|TS15|SU2129|15.00|HU
Karkotis|TS15|SU2129|17.00|LU
Karkotis|TS15|SU2129|1.00|TW
Karkotis|TS15|SU2130|4.00|Ar
Karkotis|TS15|SU2130|1.00|CW
Karkotis|TS15|SU2130|19.00|HU
Karkotis|TS15|SU2130|10.00|LU
Karkotis|TS15|SU2130|1.00|PO
Karkotis|TS15|SU2130|6.00|TW
Karkotis|TS15|SU2130|2.00|U
Karkotis|TS15|SU2131|1.00|Ar
Karkotis|TS15|SU2131|4.00|CW
Karkotis|TS15|SU2131|14.00|HU
Karkotis|TS15|SU2131|15.00|LU
Karkotis|TS15|SU2131|2.00|Tr
Karkotis|TS15|SU2131|6.00|TW
Karkotis|TS15|SU2132|3.00|Ar
Karkotis|TS15|SU2132|5.00|CW
Karkotis|TS15|SU2132|18.00|HU
Karkotis|TS15|SU2132|4.00|LU
Karkotis|TS15|SU2132|1.00|PO
Karkotis|TS15|SU2132|1.00|Tr
Karkotis|TS15|SU2132|2.00|TW
Karkotis|TS15|SU2132|11.00|U
Karkotis|TS15|SU2133|5.00|Ar
Karkotis|TS15|SU2133|15.00|HU
Karkotis|TS15|SU2133|13.00|LU
Karkotis|TS15|SU2133|1.00|Tr
Karkotis|TS15|SU2133|2.00|TW
Karkotis|TS15|SU2133|6.00|U
Karkotis|TS15|SU2134|6.00|Ar
Karkotis|TS15|SU2134|7.00|CW
Karkotis|TS15|SU2134|17.00|HU
Karkotis|TS15|SU2134|20.00|LU
Karkotis|TS15|SU2134|1.00|Tr
Karkotis|TS15|SU2134|4.00|TW
Karkotis|TS15|SU2134|4.00|U
Karkotis|TS15|SU2134|1.00|Un
Karkotis|TS15|SU2135|3.00|Ar
Karkotis|TS15|SU2135|8.00|HU
Karkotis|TS15|SU2135|11.00|LU
Karkotis|TS15|SU2135|1.00|Tr
Karkotis|TS15|SU2135|3.00|TW
Karkotis|TS15|SU2136|1.00|Ar
Karkotis|TS15|SU2136|2.00|CW
Karkotis|TS15|SU2136|10.00|HU
Karkotis|TS15|SU2136|19.00|LU
Karkotis|TS15|SU2136|1.00|Tr
Karkotis|TS15|SU2136|6.00|TW
Karkotis|TS15|SU2136|2.00|U
Karkotis|TS15|SU2137|1.00|Ar
Karkotis|TS15|SU2137|1.00|CW
Karkotis|TS15|SU2137|7.00|HU
Karkotis|TS15|SU2137|9.00|LU
Karkotis|TS15|SU2137|2.00|Tr
Karkotis|TS15|SU2137|1.00|TW
Karkotis|TS15|SU2137|2.00|U
Karkotis|TS15|SU2138|1.00|Ar
Karkotis|TS15|SU2138|5.00|CW
Karkotis|TS15|SU2138|26.00|HU
Karkotis|TS15|SU2138|16.00|LU
Karkotis|TS15|SU2138|4.00|Tr
Karkotis|TS15|SU2138|6.00|TW
Karkotis|TS15|SU2139|7.00|Ar
Karkotis|TS15|SU2139|30.00|HU
Karkotis|TS15|SU2139|13.00|LU
Karkotis|TS15|SU2139|4.00|Tr
Karkotis|TS15|SU2139|5.00|TW
Karkotis|TS15|SU2139|7.00|U
Karkotis|TS15|SU2140|10.00|Ar
Karkotis|TS15|SU2140|1.00|CW
Karkotis|TS15|SU2140|18.00|HU
Karkotis|TS15|SU2140|4.00|LU
Karkotis|TS15|SU2140|1.00|Tr
Karkotis|TS15|SU2140|2.00|TW
Karkotis|TS15|SU2140|4.00|U
Karkotis|TS15|SU2141|13.00|Ar
Karkotis|TS15|SU2141|18.00|HU
Karkotis|TS15|SU2141|2.00|Tr
Karkotis|TS15|SU2141|1.00|U
Atsas||SU2142|1.00|Ar
Atsas||SU2142|6.00|CW
Atsas||SU2142|14.00|HU
Atsas||SU2142|6.00|LU
Atsas||SU2142|4.00|TW
Atsas||SU2143|2.00|CW
Atsas||SU2143|2.00|LU
Atsas||SU2144|4.00|LU
Atsas||SU2144|1.00|TW
Atsas||SU2145|1.00|HU
Atsas||SU2145|1.00|TW
Atsas||SU2147|1.00|CW
Atsas||SU2147|4.00|LU
Atsas||SU2147|1.00|Tr
Atsas||SU2148|3.00|CW
Atsas||SU2148|2.00|HU
Atsas||SU2148|1.00|LU
Atsas||SU2149|5.00|LU
Atsas||SU2150|1.00|LU
Atsas||SU2151|1.00|CW
Atsas||SU2151|1.00|LU
Atsas||SU2153|1.00|CW
Atsas||SU2153|1.00|LU
Atsas||SU2154|3.00|LU
Atsas|TS18|SU2160|29.00|Ar
Atsas|TS18|SU2160|3.00|HU
Atsas|TS18|SU2160|4.00|LU
Atsas|TS18|SU2160|4.00|Tr
Atsas|TS18|SU2160|3.00|TW
Atsas|TS18|SU2161|11.00|Ar
Atsas|TS18|SU2161|2.00|CW
Atsas|TS18|SU2161|7.00|HU
Atsas|TS18|SU2161|1.00|Tr
Atsas|TS18|SU2161|2.00|TW
Atsas|TS18|SU2161|1.00|Un
Atsas|TS18|SU2162|10.00|Ar
Atsas|TS18|SU2162|3.00|CW
Atsas|TS18|SU2162|5.00|HU
Atsas|TS18|SU2162|4.00|LU
Atsas|TS18|SU2162|1.00|Tr
Atsas|TS18|SU2162|1.00|TW
Atsas|TS18|SU2163|4.00|Ar
Atsas|TS18|SU2163|1.00|HU
Atsas|TS18|SU2163|1.00|LU
Atsas|TS18|SU2163|1.00|Tr
Atsas|TS18|SU2164|9.00|Ar
Atsas|TS18|SU2164|4.00|HU
Atsas|TS18|SU2164|1.00|Tr
Atsas|TS18|SU2165|1.00|HU
Atsas|TS18|SU2165|1.00|TW
Atsas||SU2168|1.00|LU
Atsas||SU2171|4.00|CW
Atsas||SU2171|29.00|HU
Atsas||SU2171|28.00|LU
Atsas||SU2171|1.00|Tr
Atsas||SU2171|2.00|TW
Atsas||SU2171|2.00|Un
Atsas||SU2172|16.00|HU
Atsas||SU2172|31.00|LU
Atsas||SU2172|2.00|Tr
Atsas||SU2172|4.00|TW
Atsas||SU2172|1.00|U
Atsas||SU2173|15.00|HU
Atsas||SU2173|25.00|LU
Atsas||SU2173|3.00|TW
Atsas||SU2174|15.00|HU
Atsas||SU2174|17.00|LU
Atsas||SU2175|4.00|HU
Atsas||SU2175|9.00|LU
Atsas||SU2175|1.00|TW
Atsas||SU2176|1.00|Ar
Atsas||SU2176|4.00|CW
Atsas||SU2176|5.00|HU
Atsas||SU2176|25.00|LU
Atsas||SU2176|1.00|Tr
Atsas||SU2176|8.00|TW
Atsas||SU2176|1.00|U
Atsas||SU2177|1.00|Ar
Atsas||SU2177|3.00|CW
Atsas||SU2177|16.00|HU
Atsas||SU2177|25.00|LU
Atsas||SU2177|7.00|TW
Atsas||SU2178|1.00|Ar
Atsas||SU2178|3.00|CW
Atsas||SU2178|7.00|HU
Atsas||SU2178|5.00|LU
Atsas||SU2178|2.00|TW
Atsas||SU2179|3.00|HU
Atsas||SU2179|13.00|LU
Atsas||SU2180|2.00|CW
Atsas||SU2180|4.00|HU
Atsas||SU2180|3.00|LU
Atsas||SU2180|2.00|U
Atsas||SU2181|1.00|HU
Atsas||SU2181|1.00|LU
Atsas||SU2182|2.00|LU
Atsas||SU2182|1.00|TW
Atsas||SU2183|2.00|LU
Atsas||SU2183|1.00|U
Atsas||SU2185|1.00|LU
Atsas|TS20|SU2187|31.00|Ar
Atsas|TS20|SU2187|18.00|CW
Atsas|TS20|SU2187|25.00|HU
Atsas|TS20|SU2187|17.00|LU
Atsas|TS20|SU2187|1.00|Tr
Atsas|TS20|SU2187|11.00|TW
Karkotis|TS09|SU2188|12.00|CW
Karkotis|TS09|SU2188|31.00|HU
Karkotis|TS09|SU2188|49.00|LU
Karkotis|TS09|SU2188|30.00|TW
Karkotis|TS09|SU2188|17.00|U
Karkotis|TS09|SU2189|2.00|Ar
Karkotis|TS09|SU2189|2.00|CW
Karkotis|TS09|SU2189|9.00|HU
Karkotis|TS09|SU2189|17.00|LU
Karkotis|TS09|SU2189|1.00|Tr
Karkotis|TS09|SU2189|6.00|TW
Karkotis|TS09|SU2189|1.00|U
Karkotis|TS09|SU2190|2.00|Ar
Karkotis|TS09|SU2190|8.00|CW
Karkotis|TS09|SU2190|15.00|HU
Karkotis|TS09|SU2190|1.00|La
Karkotis|TS09|SU2190|47.00|LU
Karkotis|TS09|SU2190|1.00|Tr
Karkotis|TS09|SU2190|11.00|TW
Karkotis|TS09|SU2190|2.00|U
Karkotis|TS09|SU2191|8.00|Ar
Karkotis|TS09|SU2191|8.00|CW
Karkotis|TS09|SU2191|11.00|HU
Karkotis|TS09|SU2191|36.00|LU
Karkotis|TS09|SU2191|8.00|TW
Karkotis|TS09|SU2191|2.00|U
Asinou|TS08|SU2301|1.00|Ar
Asinou|TS08|SU2301|6.00|CW
Asinou|TS08|SU2301|16.00|HU
Asinou|TS08|SU2301|13.00|LU
Asinou|TS08|SU2301|8.00|TW
Asinou|TS08|SU2301|10.00|U
Asinou|TS08|SU2302|12.00|Ar
Asinou|TS08|SU2302|11.00|CW
Asinou|TS08|SU2302|31.00|HU
Asinou|TS08|SU2302|42.00|LU
Asinou|TS08|SU2302|18.00|TW
Asinou|TS08|SU2302|11.00|U
Asinou|TS08|SU2303|3.00|Ar
Asinou|TS08|SU2303|1.00|CW
Asinou|TS08|SU2303|6.00|HU
Asinou|TS08|SU2303|9.00|LU
Asinou|TS08|SU2304|4.00|CW
Asinou|TS08|SU2304|8.00|HU
Asinou|TS08|SU2304|20.00|LU
Asinou|TS08|SU2304|12.00|TW
Asinou|TS08|SU2304|3.00|U
Asinou|TS08|SU2305|6.00|Ar
Asinou|TS08|SU2305|5.00|CW
Asinou|TS08|SU2305|19.00|HU
Asinou|TS08|SU2305|14.00|LU
Asinou|TS08|SU2305|3.00|TW
Asinou|TS08|SU2305|2.00|U
Asinou|TS17|SU2325|1.00|CW
Asinou|TS17|SU2325|2.00|HU
Asinou|TS17|SU2325|2.00|LU
Asinou|TS17|SU2325|1.00|U
Asinou|TS17|SU2326|1.00|Ar
Asinou|TS17|SU2326|2.00|CW
Asinou|TS17|SU2326|2.00|HU
Asinou|TS17|SU2326|1.00|LU
Asinou|TS17|SU2327|2.00|Ar
Asinou|TS17|SU2327|2.00|HU
Asinou|TS17|SU2327|1.00|LU
Asinou|TS17|SU2327|1.00|TW
Asinou|TS17|SU2327|1.00|U
Asinou|TS17|SU2328|3.00|LU
Asinou|TS17|SU2329|2.00|HU
Asinou|TS17|SU2329|1.00|LU
Asinou||SU2349|1.00|HU
Asinou||SU2349|2.00|LU
Asinou||SU2351|1.00|Ar
Koutraphas||SU2385|1.00|LU
Koutraphas||SU2389|1.00|HU
Koutraphas||SU2389|1.00|LU
Koutraphas||SU2389|1.00|U
Asinou||SU2402|2.00|LU
Asinou||SU2402|1.00|TW
Asinou||SU2406|1.00|HU
Xyliatos|TS05|SU2601|9.00|CW
Xyliatos|TS05|SU2601|7.00|HU
Xyliatos|TS05|SU2601|7.00|LU
Xyliatos|TS05|SU2601|3.00|TW
Xyliatos|TS05|SU2602|7.00|CW
Xyliatos|TS05|SU2602|3.00|HU
Xyliatos|TS05|SU2602|13.00|LU
Xyliatos|TS05|SU2602|1.00|TW
Xyliatos|TS05|SU2603|3.00|Ar
Xyliatos|TS05|SU2603|7.00|CW
Xyliatos|TS05|SU2603|19.00|HU
Xyliatos|TS05|SU2603|8.00|LU
Xyliatos|TS05|SU2603|1.00|Tr
Xyliatos|TS05|SU2603|1.00|TW
Xyliatos|TS05|SU2604|15.00|Ar
Xyliatos|TS05|SU2604|19.00|CW
Xyliatos|TS05|SU2604|29.00|HU
Xyliatos|TS05|SU2604|24.00|LU
Xyliatos|TS05|SU2604|13.00|Tr
Xyliatos|TS05|SU2604|7.00|TW
Xyliatos|TS05|SU2605|22.00|Ar
Xyliatos|TS05|SU2605|40.00|CW
Xyliatos|TS05|SU2605|51.00|HU
Xyliatos|TS05|SU2605|35.00|LU
Xyliatos|TS05|SU2605|10.00|Tr
Xyliatos|TS05|SU2605|28.00|TW
Xyliatos|TS05|SU2606|7.00|Ar
Xyliatos|TS05|SU2606|12.00|CW
Xyliatos|TS05|SU2606|19.00|HU
Xyliatos|TS05|SU2606|7.00|LU
